airline_sentiment_Index,features,rawPrediction,probability,prediction
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[6,330,525,903],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4199965043362957,0.017289869229193122,-0.4372863735654877]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4778238108060079,0.3194291296547921,0.20274705953920016]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[263,267,374,451,560,697,837,847,897,956],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.968290780825019,-0.765692685281854,-1.2025980955431623]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9034025233368294,0.05868503478339087,0.037912441879779754]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[11,148,173,297,311,402,444,451,597,805],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.05269082099941417,0.639402639645104,-0.5867118186456863]}","{""vectorType"":""dense"",""length"":3,""values"":[0.27900722212391693,0.5574267629949304,0.16356601488115274]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,152,230,264,297,368,382,488,738,804],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.14330190087842476,0.6800325120415269,-0.536730611163099]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2529837744065319,0.5763181009265933,0.1706981246668747]}",1
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[8,97,217,330,344,510,687,822,842],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.7074471104598222,-0.45712236227877484,1.1645694727385991]}","{""vectorType"":""dense"",""length"":3,""values"":[0.11381955803012626,0.14619467417325235,0.7399857677966213]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[22,29,183,233,330,486,606,814,872,895,908],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4679031348690553,-0.04859404365813885,-0.4193090912109128]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4979065855532547,0.29705440436038416,0.20503901008636108]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[152,177,195,297,382,388,433,532,749,804,806,874],""values"":[1,1,1,2,1,1,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.23922005064757837,0.3682110979063691,-0.1289910472587863]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2530208537733317,0.46447282829366615,0.28250631793300207]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,467,603,642,690],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5741079152971181,-0.3372287994090895,-0.23687911588802704]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5415927769935411,0.2177129975438352,0.24069422546262365]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[122,150,235,391,518,560],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.518816034769483,-0.3368435707904322,-1.1819724639790488]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8173257886947505,0.12778870681867383,0.054885504486575615]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[166,297,330,403,426,455,682,752,850,879],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.719263086896096,0.2981010921960198,0.4211619947000798]}","{""vectorType"":""dense"",""length"":3,""values"":[0.14505382716506152,0.40120361818521355,0.453742554649725]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[183,200,214,228,300,318,330,331,346,392,519,665],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.21417688117750103,1.3714766895198043,-1.1572998083422987]}","{""vectorType"":""dense"",""length"":3,""values"":[0.15944154085884293,0.7784703548746019,0.062088104266555054]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[168,232,297,659,804,895,944],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.6824742126409723,0.3886067845659622,0.29386742807501204]}","{""vectorType"":""dense"",""length"":3,""values"":[0.1521315324019944,0.44400085522298427,0.4038676123750214]}",1
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[168,297,467,658],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.4802410183913645,-0.1542959882795238,0.6345370066708897]}","{""vectorType"":""dense"",""length"":3,""values"":[0.18401869268785473,0.2549283112437101,0.5610529960684353]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,162,262,389,430,452,648,699,709,736,793],""values"":[2,1,1,1,1,2,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.3293883068402006,-0.645200261735422,-1.6841880451047748]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9353337373923251,0.0477660356372099,0.016900226970465015]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[247,262,338,560],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4337131637267927,0.24093702103201425,-0.6746501847588056]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4640876585660445,0.38271757344410706,0.1531947679898485]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[157,222,297,421,437,699,792,967,996],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.201111505256015,-0.02984130384718442,-1.1712702014088274]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7218795995278227,0.21079910190110354,0.06732129857107384]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[252,304,391,413,415,426,428,498,595,611,623,736,985],""values"":[1,1,1,1,2,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.143648532283455,-0.7641596031243651,-1.3794889291590862]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9224224477248928,0.05035989728030681,0.027217654994800354]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[27,80,226,292,323,330,492,546,930,958],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.23464780436482438,-0.332455214707474,0.09780741034265306]}","{""vectorType"":""dense"",""length"":3,""values"":[0.40995778617566203,0.23251417124889512,0.3575280425754428]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,76,123,235,281,310,494,648,673,712,736,812,962,963],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[3.0293878290453393,-1.5927762397282508,-1.436611589317085]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9791205475820671,0.009626220713992675,0.011253231703940287]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[406,450,668,674,678,736,752,850,888],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9639571252480394,-0.28223809261556415,-1.6817190326324725]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8834665535141767,0.09347165323548899,0.023061793250334424]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[61,199,372,382,426,560],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5800041511641486,-0.03456238383455784,-0.5454417673295893]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5360829309611426,0.2899540134356127,0.1739630556032447]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[286,297,450,566,660,713,939,953],""values"":[2,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1472378868659883,-0.357981540722957,-0.7892563461430282]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7319694644810606,0.16247422443264478,0.10555631108629462]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[152,347,372,387,388,630,661,736,866,870,876,895,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8676711151550955,-0.4298182654578469,-1.437852849697245]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8793598643657485,0.08838522655853903,0.03225490907571231]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[354,736,796,947],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.40820404524601656,0.27385110639977284,-0.682055151645788]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4524045935497642,0.3955289405340116,0.15206646591622414]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[471,560,586,732,820,896,945],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5239005728926256,0.17858925746076498,-0.7024898303533884]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4996628648886306,0.3537612623014387,0.1465758728099308]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[143,301,560,586,654,712,790,857],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4565613705385941,0.17490038540174124,-0.6314617559403328]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4781460373653082,0.36077526079429,0.16107870184040188]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[180,212,241,282,343,463,560,632,667,793,818,850,893,924],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0964740226984913,0.09104236202191379,-1.1875163847204009]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6813086591805012,0.24928175098145938,0.06940958983803934]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[11,77,152,275,281,302,330,372,461,514,520,599,664,943,944],""values"":[1,1,1,1,1,1,1,1,1,1,1,2,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.6226457569605823,-0.9537288436918157,-0.6689169132687615]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8495039576310912,0.0646041079436516,0.08589193442525712]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[144,225,233,275,279,332,361,413,426,594,678,798,874,925],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.175231874347296,-1.303481935365587,-0.8717499389817052]}","{""vectorType"":""dense"",""length"":3,""values"":[0.92734343983155,0.02860581939552285,0.04405074077292705]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[474,560,918],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3255827921531183,0.07630010391576242,-0.40188289606887984]}","{""vectorType"":""dense"",""length"":3,""values"":[0.44199061605684337,0.34446964142108916,0.2135397425220676]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,60,72,221,227,270,297,326,450,472,712,781,827,897],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.0980872541734574,-0.5077238018149262,-1.5903634523585266]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9100390515570898,0.06720021563651998,0.022760732806390353]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[64,269,297,378],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.06388341066493872,0.8725672627470813,-0.8086838520821409]}","{""vectorType"":""dense"",""length"":3,""values"":[0.24840151385150436,0.633650232128179,0.11794825402031668]}",1
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[347,560,682,687,779],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.8947407178296372,-0.2540678568974732,1.1488085747271117]}","{""vectorType"":""dense"",""length"":3,""values"":[0.09419999961565238,0.1787687441464771,0.7270312562378706]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[226,297,642,753,803,862],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.2769016658005556,0.4769058309136321,-0.20000416511307442]}","{""vectorType"":""dense"",""length"":3,""values"":[0.23781171951149568,0.5053679424140447,0.2568203380744596]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,94,451,720,736,839,936,958],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.1922747770564414,0.02285432778130131,-0.21512910483774056]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3984811003748514,0.3363793768961023,0.26513952272904634]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,76,79,100,206,254,257,426,494,533,602,634,661,736,892,934,965],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.311694731878718,-0.23166834973143663,-2.0800263821472766]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9166062338793598,0.07204672677703568,0.01134703934360459]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[560,652,952],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.38477850295089744,0.056268932406813854,-0.4410474353577103]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4634201131155151,0.3336606451127179,0.20291924177176704]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[48,257,263,374,426,507,560,619,691,839,874],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9657328636119722,-0.5610458049526421,-1.4046870586593272]}","{""vectorType"":""dense"",""length"":3,""values"":[0.897431445850784,0.07171916924984385,0.030849384899372213]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[12,144,286,320,365,525,560,590,593,687,712,823,866],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6424000640137384,-0.4834155272572476,-0.1589845367564875]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5639855589400677,0.18295002995218473,0.2530644111077475]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[26,134,200,254,287,330,331,346,426,701,831],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.15819399265320164,1.2288481210002358,-1.07065412834703]}","{""vectorType"":""dense"",""length"":3,""values"":[0.18503005784879337,0.7406738651380491,0.07429607701315767]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[124,150,537,560,604,774,904],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3588257192846718,-0.1218066316815028,-1.2370190876031668]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7680039547931186,0.17471612808729323,0.05727991711958829]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[525,560,867,869],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.12767573227875062,0.22003213925613313,-0.3477078715348825]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3678631529282968,0.4034559891182662,0.22868085795343698]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[254,494,560,663,712],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7843201039340264,0.005607378744810043,-0.7899274826788347]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6001825086590991,0.27548166230512006,0.1243358290357808]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[263,330,397,454,515,520,589,660,671,822,874,877],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5016894000058318,-0.9049239119878394,-0.5967654880179887]}","{""vectorType"":""dense"",""length"":3,""values"":[0.824561530949411,0.07430947412858706,0.10112899492200197]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,55,112,265,324,508,682,779,783],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.82753476697896,0.22901982742619004,0.5985149395527725]}","{""vectorType"":""dense"",""length"":3,""values"":[0.12439871805795175,0.35782586936783256,0.5177754125742158]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[560,687,822,862],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.5390286502449102,-0.6178523342716191,1.15688098451653]}","{""vectorType"":""dense"",""length"":3,""values"":[0.13557841169126536,0.12530195608438732,0.7391196322243473]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[61,111,199,235,252,267,336,372,531,560,616,630,862],""values"":[1,1,1,1,1,1,1,2,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5606816944219575,-0.8759281288321161,-0.6847535655898375]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8379853475472165,0.07328755348213133,0.08872709897065206]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,131,133,261,299,372,373,483,660,687,736,750,784,849,887],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-1.070033486510567,-0.4105304824478158,1.4805639689583867]}","{""vectorType"":""dense"",""length"":3,""values"":[0.06349775316301515,0.12279392282292546,0.8137083240140595]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[11,103,276,327,372,404,415,543,560,627,778,823,845,906],""values"":[1,1,1,1,2,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.6041442212529418,-0.9910167350042385,-0.6131274862486988]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8449230776013186,0.06305987264509229,0.09201704975358907]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,43,56,100,166,282,315,390,488,560,690,907],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3133415017852546,0.2321131384158083,-1.5454546402010598]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7160675049165325,0.24287479891394692,0.04105769616952067]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[152,297,548,618,714,804,805,807],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.13572960210076795,0.9750566790292767,-1.1107862811300417]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2775993802065204,0.6425894782767744,0.07981114151670525]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[17,23,38,68,177,212,312,392,560,827],""values"":[1,1,1,1,2,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.923606849013304,-0.0724780510124251,-1.8511287980008757]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8629547380451426,0.11724635770071597,0.019798904254141502]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[96,225,276,426,472,474,560,586,845,943,956,993],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1230116702134965,-0.956207806330895,-0.1668038638825978]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7141075306482784,0.0892832658303078,0.19660920352141384]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[38,555,712,736,783,874],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0179296405184828,-0.08880659154259474,-0.9291230489758862]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6787344114613987,0.22441424956863726,0.09685133896996409]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[24,140,320,387,548,594,721,731,736,753,989],""values"":[1,1,1,2,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9168027330443239,0.8720092971997018,-1.7888120302440216]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4943094590623522,0.4726562218600122,0.03303431907763574]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[2,10,29,207,240,294,331,479,516,519,520,601,806,850,883,927],""values"":[1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.869354710961128,0.19260820229918052,-1.0619629132603035]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6048783349744309,0.30744027167664867,0.08768139334892049]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[19,652,689,736,955,958],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.011589151638365415,-0.15798765887785843,0.14639850723949505]}","{""vectorType"":""dense"",""length"":3,""values"":[0.33463388481983775,0.2824383347092479,0.38292778047091436]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,112,317,323,344,390,395,510,536,684,751,802,855],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2870858164117325,-0.8044267298061833,-0.4826590866055454]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7728712063282975,0.09544974447667447,0.13167904919502807]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[21,23,29,152,241,258,294,389,451,545,619,736,808,901,931],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.970055634302284,-0.2385132779736296,-1.7315423563286498]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8814130938595784,0.09683006121109627,0.021756844929325204]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,546,714,730],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.373402725600659,-0.15173105241592416,-0.22167167318473346]}","{""vectorType"":""dense"",""length"":3,""values"":[0.46663604443650286,0.2760041295384343,0.25735982602506297]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[68,252,292,332,428,594,605,736,779,780,958],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5857053185407404,-1.1543204977549892,-0.4313848207857481]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8349958684807683,0.05391458098943205,0.11108955052979962]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,162,227,272,347,396,458,534,560,619,712,892,896,928,931,980],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.3973988178687895,-0.028197984861816627,-2.3692008330069685]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9116313801803533,0.08061130637167749,0.0077573134479692945]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[144,360,387,394,415,433,536,560,566,591,594,640,712,932,980,995],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.003975843671164,-0.9296907274660462,-1.0742851162051132]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9097187276748894,0.04839850332117449,0.04188276900393605]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[9,103,297,361,372,408,438,440,535,536,543,697,729,915],""values"":[1,1,1,1,1,1,1,2,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7072547807851084,-0.8486720713784592,-0.8585827094066438]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8661945564284187,0.06723424340162963,0.06657120016995152]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[19,55,228,270,297,319,392,511,685,842,891],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7340267670449427,-0.9935416719783152,-0.7404850950666237]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8698812863068321,0.0568711572864347,0.07324755640673304]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[295,330,331,426,535,650],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.07060568783983545,0.7669192328106609,-0.6963135449708235]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2600426151468837,0.600865095517787,0.13909228933532913]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[61,90,148,248,332,479,487,660,695,899,939,965],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1719266500054788,-0.5251480525642471,-0.6467785974412279]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7432433345538786,0.1361760850501648,0.12058058039595662]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[76,295,301,330,331,430,667,690,798],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.7563625990138599,0.8180423976625688,-0.061679798648706374]}","{""vectorType"":""dense"",""length"":3,""values"":[0.12769856168645252,0.6165118207760206,0.25578961753752677]}",1
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[98,224,431,480,527,554,632,634,648,701,724,736,741,934,958],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2177606984186928,-0.8825726472644124,-0.33518805115427514]}","{""vectorType"":""dense"",""length"":3,""values"":[0.749603472341329,0.09176316987350848,0.15863335778516247]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[264,291,292,330,415,577,672,926],""values"":[2,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1788982340987733,-0.540691274097514,-0.6382069600012561]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7453591340379291,0.13352338795113483,0.12111747801093616]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[267,330,382,477,488,495,544,589,602,779,822,868,892],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9176702438079022,-0.8778656757884393,-0.039804568019459086]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6452031537651302,0.10712852851645292,0.24766831771841696]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[7,25,86,301,364,415,433,661,721,736,882,996,999],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2937708287173497,0.19039874007579377,-1.4841695687931398]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7174028722861776,0.2379987639553172,0.044598363758505184]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[8,41,112,175,233,347,357,372,385,406,426,549,560,669,829],""values"":[1,1,1,1,1,2,1,2,1,1,2,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3630242584348344,-0.3994570450341047,-0.963567213400724]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7878690567732988,0.13521290374742803,0.07691803947927324]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,30,39,364,384,426,537,603,646,736,882],""values"":[1,1,1,1,1,2,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.163185558056909,-0.16170276637503,-2.0014827916818754]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8982069025688019,0.0878395733904072,0.013953524040790886]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[117,297,944,959],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.3810162392647126,0.24158611792746237,0.13943012133725136]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2199469664189298,0.40993098356165475,0.37012205001941545]}",1
